Post Index: 2 | Diff: 0.82 | Level: HIGH
Post Index: 22062 | Diff: 0.99 | Level: HIGH
Post Index: 22066 | Diff: 0.59 | Level: MED
Post Index: 22067 | Diff: 0.92 | Level: HIGH
Post Index: 22068 | Diff: 0.60 | Level: MED
Post Index: 22071 | Diff: 1.60 | Level: HIGH
Post Index: 22074 | Diff: 1.59 | Level: HIGH
Post Index: 22076 | Diff: 0.91 | Level: HIGH
Post Index: 22080 | Diff: 0.94 | Level: HIGH
Post Index: 22082 | Diff: 0.86 | Level: HIGH
Post Index: 22085 | Diff: 1.46 | Level: HIGH
Post Index: 22086 | Diff: 0.83 | Level: HIGH
Post Index: 22091 | Diff: 0.98 | Level: HIGH
Post Index: 22092 | Diff: 0.98 | Level: HIGH
Post Index: 22094 | Diff: 0.86 | Level: HIGH
Post Index: 22096 | Diff: 0.93 | Level: HIGH
Post Index: 22101 | Diff: 1.36 | Level: HIGH
Post Index: 22102 | Diff: 0.64 | Level: MED
Post Index: 22110 | Diff: 0.66 | Level: MED
Post Index: 22111 | Diff: 0.88 | Level: HIGH
Post Index: 22113 | Diff: 0.84 | Level: HIGH
Post Index: 22117 | Diff: 0.96 | Level: HIGH
Post Index: 22123 | Diff: 0.62 | Level: MED
Post Index: 22124 | Diff: 0.86 | Level: HIGH
Post Index: 22125 | Diff: 0.64 | Level: MED
Post Index: 22126 | Diff: 0.86 | Level: HIGH
Post Index: 22129 | Diff: 0.78 | Level: HIGH
Post Index: 22130 | Diff: 0.69 | Level: MED
Post Index: 22132 | Diff: 1.36 | Level: HIGH
Post Index: 22138 | Diff: 0.86 | Level: HIGH
Post Index: 22140 | Diff: 0.31 | Level: LOW
Post Index: 22141 | Diff: 0.86 | Level: HIGH
Post Index: 22143 | Diff: 0.95 | Level: HIGH
Post Index: 22144 | Diff: 0.51 | Level: MED
Post Index: 22148 | Diff: 0.91 | Level: HIGH
Post Index: 22152 | Diff: 0.80 | Level: HIGH
Post Index: 22153 | Diff: 0.90 | Level: HIGH
Post Index: 22157 | Diff: 0.91 | Level: HIGH
Post Index: 22158 | Diff: 0.55 | Level: MED
Post Index: 22160 | Diff: 0.81 | Level: HIGH
Post Index: 22166 | Diff: 0.53 | Level: MED
Post Index: 22167 | Diff: 1.74 | Level: HIGH
Post Index: 22174 | Diff: 0.82 | Level: HIGH
Post Index: 22176 | Diff: 0.75 | Level: HIGH
Post Index: 22180 | Diff: 0.77 | Level: HIGH
Post Index: 22181 | Diff: 0.51 | Level: MED
Post Index: 22184 | Diff: 0.90 | Level: HIGH
Post Index: 22188 | Diff: 0.90 | Level: HIGH
Post Index: 22189 | Diff: 0.93 | Level: HIGH
Post Index: 22191 | Diff: 0.94 | Level: HIGH
Post Index: 22192 | Diff: 0.95 | Level: HIGH
Post Index: 22195 | Diff: 0.83 | Level: HIGH
Post Index: 22197 | Diff: 0.60 | Level: MED
Post Index: 22198 | Diff: 0.88 | Level: HIGH
Post Index: 22200 | Diff: 0.93 | Level: HIGH
Post Index: 22205 | Diff: 0.85 | Level: HIGH
Post Index: 22214 | Diff: 1.29 | Level: HIGH
Post Index: 22216 | Diff: 0.76 | Level: HIGH
Post Index: 22218 | Diff: 0.70 | Level: MED
Post Index: 22224 | Diff: 0.97 | Level: HIGH
Post Index: 22225 | Diff: 0.98 | Level: HIGH
Post Index: 22226 | Diff: 0.30 | Level: LOW
Post Index: 22229 | Diff: 0.99 | Level: HIGH
Post Index: 22230 | Diff: 0.91 | Level: HIGH
Post Index: 22233 | Diff: 0.79 | Level: HIGH
Post Index: 22234 | Diff: 0.75 | Level: HIGH
Post Index: 22235 | Diff: 0.87 | Level: HIGH
Post Index: 22237 | Diff: 0.93 | Level: HIGH
Post Index: 22239 | Diff: 0.91 | Level: HIGH
Post Index: 22245 | Diff: 0.56 | Level: MED
Post Index: 22246 | Diff: 0.94 | Level: HIGH
Post Index: 22251 | Diff: 0.90 | Level: HIGH
Post Index: 22266 | Diff: 0.77 | Level: HIGH
Post Index: 22278 | Diff: 0.61 | Level: MED
Post Index: 22283 | Diff: 0.54 | Level: MED
Post Index: 22290 | Diff: 0.72 | Level: HIGH
Post Index: 22293 | Diff: 0.88 | Level: HIGH
Post Index: 22294 | Diff: 0.51 | Level: MED
Post Index: 22304 | Diff: 0.83 | Level: HIGH
Post Index: 22306 | Diff: 0.79 | Level: HIGH
Post Index: 22307 | Diff: 0.76 | Level: HIGH
Post Index: 22310 | Diff: 0.62 | Level: MED
Post Index: 22311 | Diff: 0.98 | Level: HIGH
Post Index: 22321 | Diff: 1.83 | Level: HIGH
Post Index: 22323 | Diff: 0.92 | Level: HIGH
Post Index: 22327 | Diff: 0.76 | Level: HIGH
Post Index: 22329 | Diff: 0.90 | Level: HIGH
Post Index: 22330 | Diff: 0.95 | Level: HIGH
Post Index: 22331 | Diff: 0.85 | Level: HIGH
Post Index: 22333 | Diff: 0.79 | Level: HIGH
Post Index: 22335 | Diff: 0.62 | Level: MED
Post Index: 22336 | Diff: 0.74 | Level: HIGH
Post Index: 22338 | Diff: 0.90 | Level: HIGH
Post Index: 22339 | Diff: 1.57 | Level: HIGH
Post Index: 22340 | Diff: 0.90 | Level: HIGH
Post Index: 22344 | Diff: 0.92 | Level: HIGH
Post Index: 22345 | Diff: 0.82 | Level: HIGH
Post Index: 22347 | Diff: 0.69 | Level: MED
Post Index: 22353 | Diff: 1.74 | Level: HIGH
Post Index: 22354 | Diff: 0.80 | Level: HIGH
Post Index: 22358 | Diff: 0.67 | Level: MED
Post Index: 22359 | Diff: 1.82 | Level: HIGH
Post Index: 22361 | Diff: 0.79 | Level: HIGH
Post Index: 22362 | Diff: 0.57 | Level: MED
Post Index: 22363 | Diff: 0.83 | Level: HIGH
Post Index: 22365 | Diff: 0.92 | Level: HIGH
Post Index: 22369 | Diff: 0.81 | Level: HIGH
Post Index: 22372 | Diff: 0.94 | Level: HIGH
Post Index: 22374 | Diff: 1.58 | Level: HIGH
Post Index: 22377 | Diff: 0.84 | Level: HIGH
Post Index: 22399 | Diff: 0.67 | Level: MED
Post Index: 22400 | Diff: 0.76 | Level: HIGH
Post Index: 22409 | Diff: 0.84 | Level: HIGH
Post Index: 22410 | Diff: 0.57 | Level: MED
Post Index: 22414 | Diff: 0.45 | Level: LOW
Post Index: 22418 | Diff: 0.54 | Level: MED
Post Index: 22419 | Diff: 0.90 | Level: HIGH
Post Index: 22422 | Diff: 0.89 | Level: HIGH
Post Index: 22428 | Diff: 0.91 | Level: HIGH
Post Index: 22430 | Diff: 0.30 | Level: LOW
Post Index: 22431 | Diff: 0.86 | Level: HIGH
Post Index: 22432 | Diff: 0.92 | Level: HIGH
Post Index: 22433 | Diff: 0.97 | Level: HIGH
Post Index: 22435 | Diff: 0.70 | Level: HIGH
Post Index: 22437 | Diff: 0.85 | Level: HIGH
Post Index: 22439 | Diff: 0.72 | Level: HIGH
Post Index: 22450 | Diff: 1.81 | Level: HIGH
Post Index: 22454 | Diff: 0.40 | Level: LOW
Post Index: 22455 | Diff: 0.62 | Level: MED
Post Index: 22461 | Diff: 0.53 | Level: MED
Post Index: 22462 | Diff: 0.95 | Level: HIGH
Post Index: 22463 | Diff: 0.98 | Level: HIGH
Post Index: 22468 | Diff: 0.72 | Level: HIGH
Post Index: 22470 | Diff: 0.30 | Level: LOW
Post Index: 22477 | Diff: 0.82 | Level: HIGH
Post Index: 22480 | Diff: 0.80 | Level: HIGH
Post Index: 22491 | Diff: 0.89 | Level: HIGH
Post Index: 22492 | Diff: 0.84 | Level: HIGH
Post Index: 22493 | Diff: 0.97 | Level: HIGH
Post Index: 22494 | Diff: 0.67 | Level: MED
Post Index: 22495 | Diff: 0.80 | Level: HIGH
Post Index: 22498 | Diff: 0.99 | Level: HIGH
Post Index: 22500 | Diff: 0.70 | Level: HIGH
Post Index: 22502 | Diff: 0.66 | Level: MED
Post Index: 22506 | Diff: 0.90 | Level: HIGH
Post Index: 22515 | Diff: 0.64 | Level: MED
Post Index: 22518 | Diff: 0.51 | Level: MED
Post Index: 22520 | Diff: 0.88 | Level: HIGH
Post Index: 22527 | Diff: 0.74 | Level: HIGH
Post Index: 22528 | Diff: 0.74 | Level: HIGH
Post Index: 22529 | Diff: 0.98 | Level: HIGH
Post Index: 22530 | Diff: 0.64 | Level: MED
Post Index: 22531 | Diff: 0.62 | Level: MED
Post Index: 22534 | Diff: 0.97 | Level: HIGH
Post Index: 22536 | Diff: 0.99 | Level: HIGH
Post Index: 22538 | Diff: 0.85 | Level: HIGH
Post Index: 22549 | Diff: 0.94 | Level: HIGH
Post Index: 22552 | Diff: 0.89 | Level: HIGH
Post Index: 22554 | Diff: 1.87 | Level: HIGH
Post Index: 22556 | Diff: 0.58 | Level: MED
Post Index: 22558 | Diff: 0.59 | Level: MED
Post Index: 22565 | Diff: 0.99 | Level: HIGH
Post Index: 22566 | Diff: 0.83 | Level: HIGH
Post Index: 22567 | Diff: 0.86 | Level: HIGH
Post Index: 22568 | Diff: 0.86 | Level: HIGH
Post Index: 22569 | Diff: 0.85 | Level: HIGH
Post Index: 22570 | Diff: 0.86 | Level: HIGH
Post Index: 22571 | Diff: 1.54 | Level: HIGH
Post Index: 22573 | Diff: 0.94 | Level: HIGH
Post Index: 22574 | Diff: 0.95 | Level: HIGH
Post Index: 22578 | Diff: 0.63 | Level: MED
Post Index: 22579 | Diff: 1.80 | Level: HIGH
Post Index: 22581 | Diff: 0.60 | Level: MED
Post Index: 22583 | Diff: 0.87 | Level: HIGH
Post Index: 22587 | Diff: 0.73 | Level: HIGH
Post Index: 22591 | Diff: 0.67 | Level: MED
Post Index: 22594 | Diff: 0.88 | Level: HIGH
Post Index: 22600 | Diff: 0.50 | Level: LOW
Post Index: 22602 | Diff: 0.91 | Level: HIGH
Post Index: 22607 | Diff: 0.62 | Level: MED
Post Index: 22609 | Diff: 0.95 | Level: HIGH
Post Index: 22616 | Diff: 0.65 | Level: MED
Post Index: 22617 | Diff: 0.98 | Level: HIGH
Post Index: 22625 | Diff: 0.88 | Level: HIGH
Post Index: 22626 | Diff: 0.43 | Level: LOW
Post Index: 22628 | Diff: 0.62 | Level: MED
Post Index: 22629 | Diff: 0.91 | Level: HIGH
Post Index: 22630 | Diff: 0.86 | Level: HIGH
Post Index: 22636 | Diff: 0.31 | Level: LOW
Post Index: 22639 | Diff: 1.89 | Level: HIGH
Post Index: 22641 | Diff: 0.84 | Level: HIGH
Post Index: 22642 | Diff: 0.82 | Level: HIGH
Post Index: 22643 | Diff: 0.95 | Level: HIGH
Post Index: 22644 | Diff: 0.90 | Level: HIGH
Post Index: 22648 | Diff: 0.83 | Level: HIGH
Post Index: 22649 | Diff: 0.60 | Level: MED
Post Index: 22650 | Diff: 0.88 | Level: HIGH
Post Index: 22655 | Diff: 0.78 | Level: HIGH
Post Index: 22659 | Diff: 0.50 | Level: MED
Post Index: 22660 | Diff: 0.64 | Level: MED
Post Index: 22663 | Diff: 0.64 | Level: MED
Post Index: 22665 | Diff: 0.98 | Level: HIGH
Post Index: 22666 | Diff: 0.95 | Level: HIGH
Post Index: 22669 | Diff: 0.86 | Level: HIGH
Post Index: 22673 | Diff: 0.50 | Level: MED
Post Index: 22675 | Diff: 0.58 | Level: MED
Post Index: 22678 | Diff: 0.58 | Level: MED
Post Index: 22680 | Diff: 0.94 | Level: HIGH
Post Index: 22681 | Diff: 0.49 | Level: LOW
Post Index: 22682 | Diff: 0.39 | Level: LOW
Post Index: 22683 | Diff: 0.96 | Level: HIGH
Post Index: 22687 | Diff: 0.85 | Level: HIGH
Post Index: 22693 | Diff: 0.91 | Level: HIGH
Post Index: 22694 | Diff: 0.89 | Level: HIGH
Post Index: 22695 | Diff: 0.93 | Level: HIGH
Post Index: 22697 | Diff: 0.96 | Level: HIGH
Post Index: 22705 | Diff: 0.89 | Level: HIGH
Post Index: 22706 | Diff: 0.63 | Level: MED
Post Index: 22708 | Diff: 0.31 | Level: LOW
Post Index: 22711 | Diff: 0.33 | Level: LOW
Post Index: 22713 | Diff: 0.95 | Level: HIGH
Post Index: 22714 | Diff: 0.87 | Level: HIGH
Post Index: 22720 | Diff: 0.50 | Level: MED
Post Index: 22723 | Diff: 0.92 | Level: HIGH
Post Index: 22728 | Diff: 1.59 | Level: HIGH
Post Index: 22733 | Diff: 0.83 | Level: HIGH
Post Index: 22735 | Diff: 0.62 | Level: MED
Post Index: 22738 | Diff: 0.83 | Level: HIGH
Post Index: 22740 | Diff: 0.96 | Level: HIGH
Post Index: 22741 | Diff: 0.88 | Level: HIGH
Post Index: 22743 | Diff: 0.70 | Level: MED
Post Index: 22744 | Diff: 0.86 | Level: HIGH
Post Index: 22750 | Diff: 0.75 | Level: HIGH
Post Index: 22753 | Diff: 0.51 | Level: MED
Post Index: 22756 | Diff: 0.96 | Level: HIGH
Post Index: 22763 | Diff: 0.32 | Level: LOW
Post Index: 22767 | Diff: 1.35 | Level: HIGH
Post Index: 22768 | Diff: 0.98 | Level: HIGH
Post Index: 22777 | Diff: 0.70 | Level: MED
Post Index: 22778 | Diff: 0.70 | Level: MED
Post Index: 22780 | Diff: 0.69 | Level: MED
Post Index: 22781 | Diff: 0.86 | Level: HIGH
Post Index: 22782 | Diff: 0.88 | Level: HIGH
Post Index: 22783 | Diff: 0.61 | Level: MED
Post Index: 22786 | Diff: 1.80 | Level: HIGH
Post Index: 22789 | Diff: 0.82 | Level: HIGH
Post Index: 22790 | Diff: 0.45 | Level: LOW
Post Index: 22791 | Diff: 0.81 | Level: HIGH
Post Index: 22793 | Diff: 0.98 | Level: HIGH
Post Index: 22799 | Diff: 0.62 | Level: MED
Post Index: 22800 | Diff: 0.96 | Level: HIGH
Post Index: 22801 | Diff: 1.47 | Level: HIGH
Post Index: 22802 | Diff: 0.90 | Level: HIGH
Post Index: 22807 | Diff: 0.86 | Level: HIGH
Post Index: 22809 | Diff: 0.75 | Level: HIGH
Post Index: 22811 | Diff: 0.53 | Level: MED
Post Index: 22812 | Diff: 0.51 | Level: MED
Post Index: 22815 | Diff: 0.63 | Level: MED
Post Index: 22816 | Diff: 0.96 | Level: HIGH
Post Index: 22818 | Diff: 0.58 | Level: MED
Post Index: 22819 | Diff: 0.58 | Level: MED
Post Index: 22821 | Diff: 0.94 | Level: HIGH
Post Index: 22825 | Diff: 0.98 | Level: HIGH
Post Index: 22826 | Diff: 0.67 | Level: MED
Post Index: 22827 | Diff: 0.93 | Level: HIGH
Post Index: 22829 | Diff: 0.88 | Level: HIGH
Post Index: 22830 | Diff: 0.87 | Level: HIGH
Post Index: 22831 | Diff: 0.91 | Level: HIGH
Post Index: 22832 | Diff: 0.93 | Level: HIGH
Post Index: 22840 | Diff: 0.88 | Level: HIGH
Post Index: 22845 | Diff: 0.53 | Level: MED
Post Index: 22849 | Diff: 0.93 | Level: HIGH
Post Index: 22852 | Diff: 0.32 | Level: LOW
Post Index: 22855 | Diff: 0.50 | Level: LOW
Post Index: 22859 | Diff: 0.72 | Level: HIGH
Post Index: 22862 | Diff: 0.89 | Level: HIGH
Post Index: 22867 | Diff: 0.31 | Level: LOW
Post Index: 22870 | Diff: 0.91 | Level: HIGH
Post Index: 22871 | Diff: 0.92 | Level: HIGH
Post Index: 22873 | Diff: 0.92 | Level: HIGH
Post Index: 22874 | Diff: 0.74 | Level: HIGH
Post Index: 22876 | Diff: 0.58 | Level: MED
Post Index: 22878 | Diff: 0.97 | Level: HIGH
Post Index: 22886 | Diff: 0.95 | Level: HIGH
Post Index: 22887 | Diff: 0.56 | Level: MED
Post Index: 22888 | Diff: 0.90 | Level: HIGH
Post Index: 22897 | Diff: 1.67 | Level: HIGH
Post Index: 22900 | Diff: 0.66 | Level: MED
Post Index: 22901 | Diff: 0.75 | Level: HIGH
Post Index: 22903 | Diff: 0.77 | Level: HIGH
Post Index: 22906 | Diff: 0.92 | Level: HIGH
Post Index: 22913 | Diff: 1.24 | Level: HIGH
Post Index: 22918 | Diff: 0.93 | Level: HIGH
Post Index: 22923 | Diff: 0.59 | Level: MED
Post Index: 22928 | Diff: 0.95 | Level: HIGH
Post Index: 22930 | Diff: 0.31 | Level: LOW
Post Index: 22931 | Diff: 1.58 | Level: HIGH
Post Index: 22935 | Diff: 0.95 | Level: HIGH
Post Index: 22937 | Diff: 0.88 | Level: HIGH
Post Index: 22939 | Diff: 0.65 | Level: MED
Post Index: 22940 | Diff: 0.56 | Level: MED
Post Index: 22941 | Diff: 0.88 | Level: HIGH
Post Index: 22942 | Diff: 1.63 | Level: HIGH
Post Index: 22944 | Diff: 0.97 | Level: HIGH
Post Index: 22950 | Diff: 0.89 | Level: HIGH
Post Index: 22951 | Diff: 0.83 | Level: HIGH
Post Index: 22952 | Diff: 1.88 | Level: HIGH
Post Index: 22953 | Diff: 1.76 | Level: HIGH
Post Index: 22955 | Diff: 0.69 | Level: MED
Post Index: 22959 | Diff: 0.87 | Level: HIGH
Post Index: 22974 | Diff: 0.82 | Level: HIGH
Post Index: 22983 | Diff: 0.99 | Level: HIGH
Post Index: 22990 | Diff: 0.78 | Level: HIGH
Post Index: 22991 | Diff: 0.57 | Level: MED
Post Index: 22994 | Diff: 0.98 | Level: HIGH
Post Index: 22995 | Diff: 0.87 | Level: HIGH
Post Index: 22996 | Diff: 0.72 | Level: HIGH
Post Index: 22997 | Diff: 0.77 | Level: HIGH
Post Index: 22999 | Diff: 0.94 | Level: HIGH
Post Index: 23000 | Diff: 0.88 | Level: HIGH
Post Index: 23002 | Diff: 0.91 | Level: HIGH
Post Index: 23004 | Diff: 1.77 | Level: HIGH
Post Index: 23008 | Diff: 0.89 | Level: HIGH
Post Index: 23012 | Diff: 0.76 | Level: HIGH
Post Index: 23014 | Diff: 0.54 | Level: MED
Post Index: 23025 | Diff: 0.94 | Level: HIGH
Post Index: 23027 | Diff: 0.91 | Level: HIGH
Post Index: 23029 | Diff: 0.86 | Level: HIGH
Post Index: 23030 | Diff: 1.78 | Level: HIGH
Post Index: 23031 | Diff: 0.32 | Level: LOW
Post Index: 23032 | Diff: 0.98 | Level: HIGH
Post Index: 23034 | Diff: 0.31 | Level: LOW
Post Index: 23037 | Diff: 0.95 | Level: HIGH
Post Index: 23040 | Diff: 0.73 | Level: HIGH
Post Index: 23045 | Diff: 0.72 | Level: HIGH
Post Index: 23047 | Diff: 0.56 | Level: MED
Post Index: 23058 | Diff: 0.83 | Level: HIGH
Post Index: 23060 | Diff: 0.75 | Level: HIGH
Post Index: 23062 | Diff: 0.88 | Level: HIGH
Post Index: 23063 | Diff: 0.88 | Level: HIGH
Post Index: 23066 | Diff: 0.98 | Level: HIGH
Post Index: 23067 | Diff: 0.97 | Level: HIGH
Post Index: 23069 | Diff: 0.93 | Level: HIGH
Post Index: 23070 | Diff: 0.87 | Level: HIGH
Post Index: 23071 | Diff: 0.95 | Level: HIGH
Post Index: 23072 | Diff: 0.95 | Level: HIGH
Post Index: 23073 | Diff: 0.88 | Level: HIGH
Post Index: 23074 | Diff: 0.76 | Level: HIGH
Post Index: 23082 | Diff: 0.90 | Level: HIGH
Post Index: 23083 | Diff: 0.94 | Level: HIGH
Post Index: 23087 | Diff: 1.92 | Level: HIGH
Post Index: 23094 | Diff: 0.54 | Level: MED
Post Index: 23095 | Diff: 0.55 | Level: MED
Post Index: 23096 | Diff: 0.56 | Level: MED
Post Index: 23100 | Diff: 0.71 | Level: HIGH
Post Index: 23101 | Diff: 0.60 | Level: MED
Post Index: 23105 | Diff: 0.96 | Level: HIGH
Post Index: 23108 | Diff: 0.35 | Level: LOW
Post Index: 23114 | Diff: 0.86 | Level: HIGH
Post Index: 23115 | Diff: 0.78 | Level: HIGH
Post Index: 23116 | Diff: 1.78 | Level: HIGH
Post Index: 23118 | Diff: 0.96 | Level: HIGH
Post Index: 23120 | Diff: 0.95 | Level: HIGH
Post Index: 23121 | Diff: 0.95 | Level: HIGH
Post Index: 23122 | Diff: 0.95 | Level: HIGH
Post Index: 23128 | Diff: 0.94 | Level: HIGH
Post Index: 23130 | Diff: 0.80 | Level: HIGH
Post Index: 23133 | Diff: 0.80 | Level: HIGH
Post Index: 23140 | Diff: 0.96 | Level: HIGH
Post Index: 23142 | Diff: 0.99 | Level: HIGH
Post Index: 23143 | Diff: 0.84 | Level: HIGH
Post Index: 23146 | Diff: 0.93 | Level: HIGH
Post Index: 23148 | Diff: 0.97 | Level: HIGH
Post Index: 23161 | Diff: 0.82 | Level: HIGH
Post Index: 23166 | Diff: 0.86 | Level: HIGH
Post Index: 23169 | Diff: 0.99 | Level: HIGH
Post Index: 23172 | Diff: 0.93 | Level: HIGH
Post Index: 23174 | Diff: 0.90 | Level: HIGH
Post Index: 23178 | Diff: 0.84 | Level: HIGH
Post Index: 23185 | Diff: 1.41 | Level: HIGH
Post Index: 23189 | Diff: 0.88 | Level: HIGH
Post Index: 23190 | Diff: 0.63 | Level: MED
Post Index: 23193 | Diff: 0.89 | Level: HIGH
Post Index: 23194 | Diff: 0.34 | Level: LOW
Post Index: 23199 | Diff: 1.72 | Level: HIGH
Post Index: 23200 | Diff: 0.57 | Level: MED
Post Index: 23202 | Diff: 0.78 | Level: HIGH
Post Index: 23208 | Diff: 0.31 | Level: LOW
Post Index: 23213 | Diff: 0.72 | Level: HIGH
Post Index: 23214 | Diff: 0.87 | Level: HIGH
Post Index: 23220 | Diff: 0.88 | Level: HIGH
Post Index: 23231 | Diff: 0.99 | Level: HIGH
Post Index: 23233 | Diff: 0.96 | Level: HIGH
Post Index: 23235 | Diff: 0.77 | Level: HIGH
Post Index: 23237 | Diff: 0.93 | Level: HIGH
Post Index: 23238 | Diff: 0.93 | Level: HIGH
Post Index: 23239 | Diff: 0.94 | Level: HIGH
Post Index: 23245 | Diff: 0.59 | Level: MED
Post Index: 23246 | Diff: 1.89 | Level: HIGH
Post Index: 23247 | Diff: 1.77 | Level: HIGH
Post Index: 23251 | Diff: 0.53 | Level: MED
Post Index: 23254 | Diff: 0.53 | Level: MED
Post Index: 23258 | Diff: 0.96 | Level: HIGH
Post Index: 23259 | Diff: 0.59 | Level: MED
Post Index: 23260 | Diff: 0.76 | Level: HIGH
Post Index: 23262 | Diff: 0.94 | Level: HIGH
Post Index: 23264 | Diff: 0.94 | Level: HIGH
Post Index: 23266 | Diff: 0.95 | Level: HIGH
Post Index: 23267 | Diff: 0.87 | Level: HIGH
Post Index: 23268 | Diff: 0.42 | Level: LOW
Post Index: 23271 | Diff: 0.69 | Level: MED
Post Index: 23272 | Diff: 0.81 | Level: HIGH
Post Index: 23273 | Diff: 0.52 | Level: MED
Post Index: 23276 | Diff: 0.71 | Level: HIGH
Post Index: 23278 | Diff: 0.88 | Level: HIGH
Post Index: 23280 | Diff: 0.95 | Level: HIGH
Post Index: 23282 | Diff: 0.83 | Level: HIGH
Post Index: 23288 | Diff: 0.34 | Level: LOW
Post Index: 23289 | Diff: 0.70 | Level: HIGH
Post Index: 23292 | Diff: 0.86 | Level: HIGH
Post Index: 23295 | Diff: 0.67 | Level: MED
Post Index: 23296 | Diff: 1.18 | Level: HIGH
Post Index: 23301 | Diff: 0.95 | Level: HIGH
Post Index: 23302 | Diff: 0.87 | Level: HIGH
Post Index: 23304 | Diff: 0.74 | Level: HIGH
Post Index: 23306 | Diff: 0.96 | Level: HIGH
Post Index: 23308 | Diff: 0.98 | Level: HIGH
Post Index: 23309 | Diff: 0.98 | Level: HIGH
Post Index: 23317 | Diff: 0.77 | Level: HIGH
Post Index: 23318 | Diff: 0.61 | Level: MED
Post Index: 23321 | Diff: 0.94 | Level: HIGH
Post Index: 23322 | Diff: 0.79 | Level: HIGH
Post Index: 23323 | Diff: 0.51 | Level: MED
Post Index: 23324 | Diff: 0.85 | Level: HIGH
Post Index: 23327 | Diff: 0.83 | Level: HIGH
Post Index: 23330 | Diff: 0.87 | Level: HIGH
Post Index: 23334 | Diff: 0.96 | Level: HIGH
Post Index: 23337 | Diff: 0.91 | Level: HIGH
Post Index: 23340 | Diff: 0.94 | Level: HIGH
Post Index: 23342 | Diff: 0.88 | Level: HIGH
Post Index: 23344 | Diff: 0.96 | Level: HIGH
Post Index: 23345 | Diff: 0.83 | Level: HIGH
Post Index: 23349 | Diff: 0.79 | Level: HIGH
Post Index: 23354 | Diff: 0.70 | Level: MED
Post Index: 23359 | Diff: 0.56 | Level: MED
Post Index: 23366 | Diff: 0.34 | Level: LOW
Post Index: 23367 | Diff: 0.84 | Level: HIGH
Post Index: 23368 | Diff: 0.86 | Level: HIGH
Post Index: 23376 | Diff: 0.80 | Level: HIGH
Post Index: 23380 | Diff: 0.54 | Level: MED
Post Index: 23381 | Diff: 0.82 | Level: HIGH
Post Index: 23383 | Diff: 0.88 | Level: HIGH
Post Index: 23385 | Diff: 0.88 | Level: HIGH
Post Index: 23387 | Diff: 0.89 | Level: HIGH
Post Index: 23394 | Diff: 0.79 | Level: HIGH
Post Index: 23397 | Diff: 0.95 | Level: HIGH
Post Index: 23402 | Diff: 0.89 | Level: HIGH
Post Index: 23403 | Diff: 0.94 | Level: HIGH
Post Index: 23407 | Diff: 0.68 | Level: MED
Post Index: 23409 | Diff: 0.57 | Level: MED
Post Index: 23415 | Diff: 0.96 | Level: HIGH
Post Index: 23419 | Diff: 0.94 | Level: HIGH
Post Index: 23420 | Diff: 0.95 | Level: HIGH
Post Index: 23432 | Diff: 0.68 | Level: MED
Post Index: 23435 | Diff: 0.73 | Level: HIGH
Post Index: 23436 | Diff: 0.96 | Level: HIGH
Post Index: 23437 | Diff: 0.71 | Level: HIGH
Post Index: 23438 | Diff: 0.55 | Level: MED
Post Index: 23440 | Diff: 0.93 | Level: HIGH
Post Index: 23442 | Diff: 0.87 | Level: HIGH
Post Index: 23444 | Diff: 0.86 | Level: HIGH
Post Index: 23449 | Diff: 0.72 | Level: HIGH
Post Index: 23450 | Diff: 0.36 | Level: LOW
Post Index: 23459 | Diff: 0.54 | Level: MED
Post Index: 23460 | Diff: 0.67 | Level: MED
Post Index: 23462 | Diff: 0.99 | Level: HIGH
Post Index: 23465 | Diff: 0.87 | Level: HIGH
Post Index: 23466 | Diff: 1.76 | Level: HIGH
Post Index: 23474 | Diff: 0.59 | Level: MED
Post Index: 23475 | Diff: 0.92 | Level: HIGH
Post Index: 23478 | Diff: 0.88 | Level: HIGH
Post Index: 23481 | Diff: 0.99 | Level: HIGH
Post Index: 23482 | Diff: 0.95 | Level: HIGH
Post Index: 23483 | Diff: 0.95 | Level: HIGH
Post Index: 23484 | Diff: 0.40 | Level: LOW
Post Index: 23487 | Diff: 0.58 | Level: MED
Post Index: 23489 | Diff: 0.88 | Level: HIGH
Post Index: 23491 | Diff: 0.77 | Level: HIGH
Post Index: 23494 | Diff: 0.94 | Level: HIGH
Post Index: 23498 | Diff: 0.81 | Level: HIGH
Post Index: 23502 | Diff: 0.83 | Level: HIGH
Post Index: 23504 | Diff: 0.91 | Level: HIGH
Post Index: 23505 | Diff: 0.67 | Level: MED
Post Index: 23509 | Diff: 0.80 | Level: HIGH
Post Index: 23514 | Diff: 0.83 | Level: HIGH
Post Index: 23520 | Diff: 0.88 | Level: HIGH
Post Index: 23521 | Diff: 0.99 | Level: HIGH
Post Index: 23523 | Diff: 0.94 | Level: HIGH
Post Index: 23526 | Diff: 0.93 | Level: HIGH
Post Index: 23527 | Diff: 0.53 | Level: MED
Post Index: 23528 | Diff: 0.82 | Level: HIGH
Post Index: 23530 | Diff: 0.80 | Level: HIGH
Post Index: 23533 | Diff: 1.41 | Level: HIGH
Post Index: 23542 | Diff: 0.88 | Level: HIGH
Post Index: 23546 | Diff: 0.91 | Level: HIGH
Post Index: 23548 | Diff: 0.91 | Level: HIGH
Post Index: 23549 | Diff: 0.81 | Level: HIGH
Post Index: 23553 | Diff: 0.71 | Level: HIGH
